"subject","body","type","priority","snowflake_level","language"
"[TKT-06222] crm connector - creates duplicate entries","Das Team support meldet, dass crm connector creates duplicate entries during peak traffic. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06222.","Problem","high","PRO","de"
"[TKT-06223] billing service - creates duplicate entries","El equipo de hr reporta que billing service creates duplicate entries when uploading csv files. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06223.","Incident","low","PRO","es"
"[TKT-06224] reporting job - misses scheduled tasks","El equipo de hr reporta que reporting job misses scheduled tasks after latest deploy. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06224.","Incident","medium","PRO","es"
"[TKT-06225] search index - breaks session state","Team hr reports that search index breaks session state during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-06225.","Request","high","PRO","en"
"[TKT-06226] search index - drops connection","Team hr reports that search index drops connection when uploading csv files. Please investigate and provide mitigation steps. Internal reference TKT-06226.","Problem","medium","PRO","en"
"[TKT-06227] auth service - has intermittent errors","El equipo de sales reporta que auth service has intermittent errors during peak traffic. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06227.","Request","high","BASIC","es"
"[TKT-06228] billing service - misses scheduled tasks","El equipo de analytics reporta que billing service misses scheduled tasks during peak traffic. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06228.","Problem","low","PRO","es"
"[TKT-06229] payment processor - misses scheduled tasks","El equipo de analytics reporta que payment processor misses scheduled tasks while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06229.","Request","medium","PRO","es"
"[TKT-06230] search index - cannot export report","El equipo de support reporta que search index cannot export report after cache clear. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06230.","Request","medium","PRO","es"
"[TKT-06231] etl pipeline - cannot export report","Das Team ops meldet, dass etl pipeline cannot export report during background sync. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06231.","Request","medium","MEDIUM","de"
"[TKT-06232] auth service - is slow under load","Team product reports that auth service is slow under load when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-06232.","Request","medium","PRO","en"
"[TKT-06233] etl pipeline - is slow under load","Team security reports that etl pipeline is slow under load during background sync. Please investigate and provide mitigation steps. Internal reference TKT-06233.","Incident","medium","BASIC","en"
"[TKT-06234] web dashboard - has intermittent errors","Das Team ops meldet, dass web dashboard has intermittent errors when processing bulk updates. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06234.","Incident","low","PRO","de"
"[TKT-06235] payment processor - is slow under load","Team security reports that payment processor is slow under load after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-06235.","Incident","medium","MEDIUM","en"
"[TKT-06236] search index - is slow under load","Das Team ops meldet, dass search index is slow under load while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06236.","Problem","high","PRO","de"
"[TKT-06237] payment processor - shows stale data","Team analytics reports that payment processor shows stale data after latest deploy. Please investigate and provide mitigation steps. Internal reference TKT-06237.","Incident","high","MEDIUM","en"
"[TKT-06238] mobile app - is slow under load","Team security reports that mobile app is slow under load while generating monthly reports. Please investigate and provide mitigation steps. Internal reference TKT-06238.","Problem","low","PRO","en"
"[TKT-06239] notification worker - shows stale data","Team security reports that notification worker shows stale data when uploading csv files. Please investigate and provide mitigation steps. Internal reference TKT-06239.","Request","high","MEDIUM","en"
"[TKT-06240] notification worker - cannot export report","Team hr reports that notification worker cannot export report when processing bulk updates. Please investigate and provide mitigation steps. Internal reference TKT-06240.","Incident","medium","MEDIUM","en"
"[TKT-06241] search index - rejects valid input","El equipo de support reporta que search index rejects valid input after role changes. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06241.","Incident","high","PRO","es"
"[TKT-06242] reporting job - returns timeout","El equipo de product reporta que reporting job returns timeout while generating monthly reports. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06242.","Problem","medium","MEDIUM","es"
"[TKT-06243] notification worker - returns timeout","El equipo de analytics reporta que notification worker returns timeout when uploading csv files. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06243.","Problem","high","PRO","es"
"[TKT-06244] data sync - is slow under load","Team sales reports that data sync is slow under load when uploading csv files. Please investigate and provide mitigation steps. Internal reference TKT-06244.","Request","high","MEDIUM","en"
"[TKT-06245] mobile app - shows stale data","Das Team security meldet, dass mobile app shows stale data during peak traffic. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06245.","Incident","low","MEDIUM","de"
"[TKT-06246] search index - rejects valid input","Das Team support meldet, dass search index rejects valid input while generating monthly reports. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06246.","Request","medium","PRO","de"
"[TKT-06247] reporting job - drops connection","Team ops reports that reporting job drops connection after token refresh. Please investigate and provide mitigation steps. Internal reference TKT-06247.","Problem","medium","MEDIUM","en"
"[TKT-06248] notification worker - rejects valid input","El equipo de ops reporta que notification worker rejects valid input after cache clear. Necesitamos revision y plan de mitigacion. Referencia interna TKT-06248.","Incident","medium","BASIC","es"
"[TKT-06249] api gateway - misses scheduled tasks","Das Team hr meldet, dass api gateway misses scheduled tasks after token refresh. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06249.","Incident","low","PRO","de"
"[TKT-06250] notification worker - returns 500 error","Team security reports that notification worker returns 500 error during peak traffic. Please investigate and provide mitigation steps. Internal reference TKT-06250.","Problem","high","MEDIUM","en"
"[TKT-06251] auth service - is slow under load","Das Team ops meldet, dass auth service is slow under load after latest deploy. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06251.","Request","low","MEDIUM","de"
"[TKT-06252] web dashboard - returns 500 error","Team hr reports that web dashboard returns 500 error after latest deploy. Please investigate and provide mitigation steps. Internal reference TKT-06252.","Request","low","BASIC","en"
"[TKT-06253] notification worker - cannot export report","Team support reports that notification worker cannot export report during timezone conversion. Please investigate and provide mitigation steps. Internal reference TKT-06253.","Request","high","PRO","en"
"[TKT-06254] auth service - rejects valid input","Team security reports that auth service rejects valid input after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-06254.","Problem","high","PRO","en"
"[TKT-06255] crm connector - breaks session state","Team sales reports that crm connector breaks session state after cache clear. Please investigate and provide mitigation steps. Internal reference TKT-06255.","Incident","medium","PRO","en"
"[TKT-06256] search index - misses scheduled tasks","Das Team support meldet, dass search index misses scheduled tasks after role changes. Bitte pruefen und eine Loesung vorschlagen. Interne Referenz TKT-06256.","Incident","high","MEDIUM","de"
